location_id,town_name,latitude,longitude,existing_chargers_in_10_miles,resident_number_in_10_miles,car_number_in_10_miles,traffic_volume_in_10_miles,demand_score,recommendation_rank,recommendation_reason,recommendation_date
LOC_6666,Tampines,1.343108,103.953312,14,182368,16754,5825,64.06,6014,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1279,Woodlands,1.442136,103.783365,0,224345,9416,3455,64.05,6015,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5826,Serangoon,1.348858,103.868526,14,160179,22797,5417,64.05,6016,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6067,Toa Payoh,1.338459,103.863982,7,187704,16441,4581,64.05,6017,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7791,Bukit Batok,1.355089,103.761668,9,57720,29383,8141,64.05,6018,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4815,Jurong West,1.330535,103.700727,12,177848,27047,3173,64.05,6019,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4071,Yishun,1.426932,103.830083,10,145896,29149,3939,64.04,6020,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3595,Yishun,1.432893,103.838255,16,140153,18821,7706,64.04,6021,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2761,Serangoon,1.356851,103.860797,5,114670,28251,4974,64.04,6022,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2555,Yishun,1.439788,103.830277,5,161922,14404,6072,64.04,6023,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5816,Bukit Batok,1.347753,103.756326,11,64320,36251,6384,64.03,6024,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6897,Bukit Batok,1.358366,103.762061,9,109172,13395,9558,64.03,6025,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8141,Ang Mo Kio,1.368987,103.853786,4,143050,24757,4272,64.03,6026,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4292,Sengkang,1.387333,103.891943,8,175487,13818,5984,64.03,6027,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7354,Pasir Ris,1.364016,103.939263,0,89897,11271,9703,64.03,6028,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9379,Sengkang,1.39794,103.897451,6,55267,33828,6693,64.03,6029,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9015,Pasir Ris,1.370544,103.941903,1,183163,16584,3856,64.02,6030,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1589,Yishun,1.435478,103.826149,16,163277,23472,5380,64.02,6031,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2218,Serangoon,1.355588,103.871346,11,272813,10558,2381,64.02,6032,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1295,Sengkang,1.399117,103.898156,14,207176,20369,3658,64.02,6033,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9282,Bukit Batok,1.36157,103.762961,12,191039,20182,4213,64.02,6034,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5067,Toa Payoh,1.342823,103.854942,18,206917,12244,6297,64.01,6035,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2129,Jurong West,1.338034,103.703088,18,106649,23186,8574,64.01,6036,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3700,Ang Mo Kio,1.377246,103.840275,16,109984,29746,6471,64.01,6037,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8159,Sengkang,1.400753,103.891791,4,125745,39533,1428,64.0,6038,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5880,Jurong West,1.330392,103.717634,11,209804,9465,5789,63.99,6039,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4896,Sengkang,1.386237,103.897643,6,140284,29944,3394,63.99,6040,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8433,Yishun,1.433371,103.844097,6,102184,14097,9263,63.99,6041,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4718,Pasir Ris,1.379785,103.942882,13,92874,30005,6801,63.99,6042,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2495,Ang Mo Kio,1.380066,103.859142,12,126949,35682,3526,63.99,6043,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6390,Jurong West,1.346603,103.713191,13,106455,17416,9265,63.98,6044,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4462,Ang Mo Kio,1.361999,103.859068,11,213156,13860,4519,63.98,6045,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3652,Woodlands,1.437886,103.784339,5,177381,8231,6807,63.97,6046,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9808,Sengkang,1.400451,103.902355,4,118383,13113,8387,63.97,6047,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4102,Jurong West,1.349516,103.709133,19,81340,37784,6322,63.97,6048,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7218,Toa Payoh,1.337581,103.864458,11,152262,27713,4088,63.96,6049,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2548,Yishun,1.434521,103.83997,12,164267,15399,6715,63.96,6050,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3222,Bukit Batok,1.352241,103.748044,16,279711,14554,1758,63.96,6051,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8082,Yishun,1.431317,103.829675,14,232226,15026,3713,63.96,6052,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4608,Bukit Batok,1.362371,103.758365,9,121054,15368,8430,63.95,6053,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9056,Bukit Batok,1.346308,103.74994,7,78822,24975,7839,63.95,6054,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2921,Toa Payoh,1.343682,103.866299,0,135367,35458,1340,63.95,6055,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1990,Pasir Ris,1.370629,103.954601,2,124803,20003,6034,63.95,6056,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7391,Tampines,1.343679,103.955209,5,92815,35522,4206,63.95,6057,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5282,Pasir Ris,1.368869,103.954867,15,118336,13402,9956,63.95,6058,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8637,Woodlands,1.440288,103.778111,17,210643,22373,3401,63.95,6059,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9069,Tampines,1.348671,103.948845,16,67848,24335,9900,63.95,6060,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9067,Pasir Ris,1.37428,103.948606,9,257764,10978,2685,63.94,6061,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6518,Sengkang,1.395029,103.889563,4,65965,17995,9775,63.94,6062,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2565,Jurong West,1.348072,103.71242,5,213380,5300,5726,63.94,6063,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9834,Toa Payoh,1.344216,103.850327,9,80914,23649,8361,63.94,6064,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4380,Tampines,1.345586,103.951467,10,172249,10219,7301,63.94,6065,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1018,Pasir Ris,1.376738,103.940666,14,200903,31197,1223,63.93,6066,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4039,Toa Payoh,1.332239,103.854555,14,214878,24791,2121,63.93,6067,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2986,Sengkang,1.389728,103.898508,6,109366,31646,4484,63.93,6068,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7627,Serangoon,1.355287,103.869129,8,152919,17090,6249,63.93,6069,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2899,Ang Mo Kio,1.367911,103.848159,6,99181,22154,7362,63.92,6070,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1819,Ang Mo Kio,1.370531,103.842092,2,86041,31097,5182,63.92,6071,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9037,Tampines,1.340356,103.959057,13,271406,9823,2878,63.91,6072,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5640,Pasir Ris,1.376129,103.950849,8,134627,16366,7332,63.91,6073,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4687,Sengkang,1.393763,103.885293,9,162160,27615,3294,63.91,6074,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2546,Sengkang,1.385179,103.892214,18,118306,20683,8570,63.91,6075,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3724,Tampines,1.353229,103.953622,19,126095,26567,6853,63.9,6076,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2115,Toa Payoh,1.337393,103.851564,7,71492,30430,6817,63.9,6077,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9530,Serangoon,1.348053,103.872342,8,258643,10570,2577,63.9,6078,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8356,Woodlands,1.432599,103.785857,9,108346,32054,4865,63.89,6079,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9431,Jurong West,1.333929,103.718305,9,244267,19526,1200,63.89,6080,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8728,Yishun,1.431796,103.835538,11,127089,20724,7059,63.89,6081,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2374,Bukit Batok,1.348793,103.759349,3,169901,9570,6502,63.88,6082,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1162,Woodlands,1.440422,103.776878,18,192040,20060,5024,63.88,6083,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8226,Tampines,1.343829,103.95111,0,202612,9820,4347,63.87,6084,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2780,Serangoon,1.363427,103.862016,19,229600,24316,2224,63.87,6085,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9551,Sengkang,1.3921,103.893953,11,143904,25815,4934,63.87,6086,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3686,Pasir Ris,1.373853,103.93963,10,187624,26263,2488,63.87,6087,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9742,Ang Mo Kio,1.378309,103.849847,19,291620,10877,2483,63.87,6088,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7136,Woodlands,1.439868,103.791155,9,256761,7074,3671,63.86,6089,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2741,Tampines,1.352847,103.951444,7,205968,22023,2176,63.86,6090,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1110,Yishun,1.437415,103.832371,2,179203,10915,5542,63.86,6091,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7876,Woodlands,1.437205,103.778081,10,167067,13449,6708,63.85,6092,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2596,Bukit Batok,1.352296,103.749255,15,53399,30593,8855,63.85,6093,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8273,Tampines,1.342586,103.964516,7,69814,34622,5830,63.85,6094,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6331,Toa Payoh,1.341389,103.863103,18,160661,9901,9111,63.84,6095,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4762,Woodlands,1.434763,103.779238,18,156573,10137,9255,63.84,6096,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2244,Toa Payoh,1.329556,103.847835,14,102616,32975,5637,63.82,6097,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6898,Bukit Batok,1.345367,103.749408,13,207550,25915,2004,63.82,6098,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7692,Woodlands,1.440352,103.78656,17,89815,25929,8485,63.82,6099,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7781,Bukit Batok,1.351244,103.752249,13,251450,5256,4972,63.82,6100,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2042,Bukit Batok,1.360658,103.745589,4,90219,21967,7501,63.81,6101,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3673,Serangoon,1.361239,103.867745,0,124479,26607,4030,63.81,6102,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7761,Toa Payoh,1.338663,103.864575,3,107865,21085,6684,63.8,6103,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4026,Tampines,1.355894,103.959054,19,88086,22760,9657,63.8,6104,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8194,Ang Mo Kio,1.37916,103.840441,3,82740,21314,7887,63.8,6105,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3496,Yishun,1.431933,103.830532,19,71037,32559,8057,63.8,6106,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6395,Sengkang,1.381382,103.901691,17,264016,8090,4227,63.8,6107,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4640,Sengkang,1.400575,103.888616,10,131355,9416,9476,63.8,6108,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5327,Bukit Batok,1.363268,103.757307,12,206136,8755,6202,63.8,6109,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3998,Pasir Ris,1.367419,103.949448,3,142976,16213,6141,63.79,6110,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7572,Woodlands,1.428884,103.777687,1,226611,10941,2979,63.79,6111,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4072,Tampines,1.356995,103.964201,3,94656,23433,6751,63.78,6112,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5196,Sengkang,1.396977,103.893653,15,105779,33750,5414,63.78,6113,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3279,Pasir Ris,1.367464,103.942426,3,190625,21215,2506,63.78,6114,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9397,Jurong West,1.349064,103.712744,5,147328,18898,5544,63.77,6115,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8791,Serangoon,1.365928,103.866094,6,79803,17808,9341,63.77,6116,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5495,Toa Payoh,1.329461,103.849874,17,109968,29805,6487,63.77,6117,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9515,Jurong West,1.344297,103.709216,5,156228,8094,7801,63.77,6118,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2467,Bukit Batok,1.35758,103.750985,9,151892,20711,5462,63.77,6119,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4954,Woodlands,1.427607,103.776703,15,250303,12241,3558,63.77,6120,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8855,Tampines,1.348836,103.950327,17,144315,10830,9506,63.76,6121,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1701,Sengkang,1.384796,103.898484,17,187392,33953,1572,63.76,6122,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8404,Serangoon,1.36127,103.8658,8,122029,36540,2837,63.75,6123,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2664,Jurong West,1.33188,103.715582,17,258302,20623,1352,63.75,6124,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4096,Yishun,1.434894,103.828074,7,108163,22486,6889,63.74,6125,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9105,Ang Mo Kio,1.367254,103.853962,16,238349,7191,5553,63.74,6126,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9505,Bukit Batok,1.350976,103.746028,4,88421,37949,3560,63.74,6127,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7018,Bukit Batok,1.346935,103.752232,14,145908,24794,5475,63.74,6128,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3095,Pasir Ris,1.369489,103.949804,10,58984,22240,9860,63.74,6129,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5540,Woodlands,1.432686,103.784187,8,152331,8171,8408,63.73,6130,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9496,Tampines,1.349392,103.955905,4,161526,19540,4504,63.73,6131,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2944,Pasir Ris,1.368719,103.958563,1,82690,24863,6665,63.73,6132,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2324,Serangoon,1.352912,103.866371,7,167726,6777,7827,63.72,6133,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4379,Yishun,1.440042,103.841422,11,172160,34873,1184,63.72,6134,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1528,Yishun,1.434041,103.828014,5,151010,6757,8372,63.72,6135,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5306,Bukit Batok,1.358594,103.750412,18,93522,23714,8948,63.71,6136,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7459,Bukit Batok,1.349053,103.762578,16,224883,9455,5647,63.71,6137,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5108,Woodlands,1.443429,103.788968,2,76888,13523,9930,63.71,6138,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6575,Ang Mo Kio,1.364296,103.853278,17,233488,12806,4526,63.7,6139,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5741,Yishun,1.426055,103.825445,13,156033,38887,1279,63.7,6140,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6193,Toa Payoh,1.329165,103.864874,4,190540,13133,4641,63.7,6141,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7376,Tampines,1.340567,103.946964,13,244494,15643,2664,63.7,6142,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5437,Woodlands,1.429499,103.784053,17,120512,39993,3370,63.69,6143,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3904,Woodlands,1.442873,103.791766,9,164752,33129,1676,63.69,6144,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3896,Bukit Batok,1.361436,103.750567,8,102645,23421,7056,63.69,6145,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7914,Yishun,1.435849,103.838512,1,199640,8027,5003,63.68,6146,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7153,Tampines,1.358974,103.949565,18,120422,19326,8686,63.68,6147,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5696,Ang Mo Kio,1.369238,103.845319,8,192858,21046,3138,63.68,6148,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3866,Tampines,1.355968,103.962374,8,72415,37859,4948,63.67,6149,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6262,Yishun,1.423975,103.844178,4,189732,13268,4630,63.67,6150,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1571,Jurong West,1.349174,103.705957,18,207652,19066,4387,63.67,6151,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7358,Woodlands,1.431207,103.780808,13,271470,10974,2465,63.66,6152,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3200,Toa Payoh,1.338486,103.850621,17,214899,24696,2459,63.66,6153,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1497,Jurong West,1.332838,103.718844,4,215939,10333,4050,63.66,6154,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3273,Tampines,1.354346,103.953883,4,76994,37523,4194,63.65,6155,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4896,Tampines,1.348558,103.950212,9,127124,21573,6428,63.65,6156,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1912,Tampines,1.349617,103.95255,11,104905,29374,5885,63.65,6157,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2733,Tampines,1.347711,103.955445,16,115565,13850,9986,63.65,6158,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1674,Ang Mo Kio,1.37156,103.846506,0,128754,16645,6226,63.65,6159,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7646,Serangoon,1.354067,103.860306,19,286275,16891,1132,63.64,6160,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7657,Bukit Batok,1.344013,103.745495,0,113110,15119,7378,63.63,6161,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2489,Tampines,1.342021,103.948137,0,135781,34272,1460,63.63,6162,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3933,Toa Payoh,1.341186,103.849362,8,240690,15334,2145,63.63,6163,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7005,Woodlands,1.431973,103.789311,0,99113,36801,2656,63.62,6164,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6186,Pasir Ris,1.366894,103.956047,3,51205,23777,8755,63.62,6165,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1767,Sengkang,1.393529,103.904743,2,91362,10888,9813,63.61,6166,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5046,Bukit Batok,1.344022,103.747806,8,205212,21751,2301,63.6,6167,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6677,Woodlands,1.433961,103.789902,7,270135,5476,2973,63.6,6168,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4109,Sengkang,1.383636,103.885022,2,147267,13108,6456,63.59,6169,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4714,Bukit Batok,1.360816,103.761821,15,113856,13958,9858,63.58,6170,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9437,Jurong West,1.348615,103.711942,15,114699,33210,5005,63.58,6171,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8686,Serangoon,1.350437,103.871965,8,177481,19154,4327,63.58,6172,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2316,Yishun,1.425754,103.839292,18,138236,29671,5158,63.58,6173,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3075,Bukit Batok,1.352096,103.762248,14,144145,10016,9176,63.57,6174,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4243,Pasir Ris,1.363469,103.943343,13,102157,23380,7782,63.57,6175,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9992,Serangoon,1.352055,103.876768,14,128633,20838,7243,63.57,6176,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7071,Yishun,1.439404,103.833204,15,63132,33599,7481,63.57,6177,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_9476,Woodlands,1.435042,103.781354,18,189234,20741,4840,63.57,6178,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8981,Ang Mo Kio,1.361972,103.857151,7,245588,17189,1252,63.56,6179,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5620,Yishun,1.432253,103.827858,3,140066,26718,3545,63.56,6180,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6130,Tampines,1.358173,103.951189,8,208560,10509,4925,63.56,6181,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2888,Yishun,1.429106,103.83478,6,133711,7027,9233,63.55,6182,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_4144,Woodlands,1.442453,103.793675,4,146094,21703,4647,63.55,6183,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2902,Yishun,1.43806,103.829883,18,161644,21405,6042,63.55,6184,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3425,Serangoon,1.347137,103.866476,9,166346,7059,8045,63.55,6185,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2049,Toa Payoh,1.336736,103.85413,6,194922,21511,2546,63.54,6186,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8282,Yishun,1.439215,103.842531,7,125468,18015,7041,63.54,6187,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7866,Yishun,1.429526,103.825484,9,86970,34986,5022,63.53,6188,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6173,Ang Mo Kio,1.363643,103.847586,2,138175,27227,3350,63.53,6189,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1266,Tampines,1.350115,103.957925,4,208480,15440,3078,63.52,6190,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8125,Tampines,1.358866,103.955671,16,84220,35432,6089,63.52,6191,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6877,Yishun,1.426863,103.840649,9,96481,39777,3335,63.51,6192,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8318,Yishun,1.439786,103.839568,10,224297,19047,2278,63.51,6193,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6611,Tampines,1.342426,103.951669,9,199961,18930,3371,63.5,6194,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7059,Jurong West,1.337251,103.717609,17,137478,25503,6050,63.5,6195,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2521,Woodlands,1.435425,103.780934,7,279005,6211,2295,63.5,6196,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6482,Sengkang,1.383696,103.903368,17,250470,13709,3347,63.5,6197,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1080,Pasir Ris,1.372265,103.947922,7,146748,25668,4047,63.5,6198,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_5021,Toa Payoh,1.329121,103.849284,0,115234,28961,3743,63.49,6199,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_3273,Pasir Ris,1.3707,103.949084,18,182715,28272,3243,63.49,6200,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_8923,Jurong West,1.338088,103.705466,13,284881,12074,1430,63.49,6201,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7541,Ang Mo Kio,1.373552,103.840545,12,84385,33352,5984,63.48,6202,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_6605,Serangoon,1.348678,103.871494,3,165475,13056,5653,63.48,6203,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2157,Woodlands,1.442819,103.793327,18,146231,32168,4080,63.47,6204,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7601,Jurong West,1.345973,103.710671,12,271577,12119,1927,63.47,6205,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7852,Yishun,1.425492,103.828442,14,84999,30007,7077,63.46,6206,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_1843,Ang Mo Kio,1.36281,103.859199,17,117053,36613,4276,63.46,6207,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_2806,Yishun,1.439346,103.830485,9,139275,23508,5240,63.46,6208,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
LOC_7124,Pasir Ris,1.379744,103.945776,17,156679,10893,8718,63.45,6209,"High resident, car number, and traffic volume with low existing chargers",2024-09-28
